Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
01-05-20,61-70,2,197,11/27/2020 02:15:01 PM
02-05-20,61-70,5,202,11/27/2020 02:15:01 PM
03-05-20,61-70,0,202,11/27/2020 02:15:01 PM
04-05-20,61-70,3,205,11/27/2020 02:15:01 PM
05-05-20,61-70,1,206,11/27/2020 02:15:01 PM
06-05-20,61-70,2,208,11/27/2020 02:15:01 PM
07-05-20,61-70,1,209,11/27/2020 02:15:01 PM
08-05-20,61-70,3,212,11/27/2020 02:15:01 PM
09-05-20,61-70,1,213,11/27/2020 02:15:01 PM
10-05-20,61-70,0,213,11/27/2020 02:15:01 PM
11-05-20,61-70,1,214,11/27/2020 02:15:01 PM
12-05-20,61-70,2,216,11/27/2020 02:15:01 PM
13-05-20,61-70,2,218,11/27/2020 02:15:01 PM
14-05-20,61-70,3,221,11/27/2020 02:15:01 PM
15-05-20,61-70,3,224,11/27/2020 02:15:01 PM
16-05-20,61-70,1,225,11/27/2020 02:15:01 PM
17-05-20,61-70,1,226,11/27/2020 02:15:01 PM
18-05-20,61-70,1,227,11/27/2020 02:15:01 PM
19-05-20,61-70,0,227,11/27/2020 02:15:01 PM
20-05-20,61-70,2,229,11/27/2020 02:15:01 PM
21-05-20,61-70,1,230,11/27/2020 02:15:01 PM
22-05-20,61-70,0,230,11/27/2020 02:15:01 PM
23-05-20,61-70,2,232,11/27/2020 02:15:01 PM
24-05-20,61-70,0,232,11/27/2020 02:15:01 PM
25-05-20,61-70,1,233,11/27/2020 02:15:01 PM
26-05-20,61-70,0,233,11/27/2020 02:15:01 PM
27-05-20,61-70,1,234,11/27/2020 02:15:01 PM
28-05-20,61-70,1,235,11/27/2020 02:15:01 PM
29-05-20,61-70,1,236,11/27/2020 02:15:01 PM
30-05-20,61-70,2,238,11/27/2020 02:15:01 PM
31-05-20,61-70,3,241,11/27/2020 02:15:01 PM
01-06-20,61-70,2,243,11/27/2020 02:15:01 PM
02-06-20,61-70,3,246,11/27/2020 02:15:01 PM
03-06-20,61-70,3,249,11/27/2020 02:15:01 PM
04-06-20,61-70,3,252,11/27/2020 02:15:01 PM
05-06-20,61-70,3,255,11/27/2020 02:15:01 PM
06-06-20,61-70,1,256,11/27/2020 02:15:01 PM
07-06-20,61-70,1,257,11/27/2020 02:15:01 PM
08-06-20,61-70,2,259,11/27/2020 02:15:01 PM
09-06-20,61-70,1,260,11/27/2020 02:15:01 PM
10-06-20,61-70,0,260,11/27/2020 02:15:01 PM
11-06-20,61-70,2,262,11/27/2020 02:15:01 PM
12-06-20,61-70,5,267,11/27/2020 02:15:01 PM
13-06-20,61-70,1,268,11/27/2020 02:15:01 PM
14-06-20,61-70,0,268,11/27/2020 02:15:01 PM
15-06-20,61-70,1,269,11/27/2020 02:15:01 PM
16-06-20,61-70,3,272,11/27/2020 02:15:01 PM
17-06-20,61-70,1,273,11/27/2020 02:15:01 PM
18-06-20,61-70,2,275,11/27/2020 02:15:01 PM
19-06-20,61-70,4,279,11/27/2020 02:15:01 PM
20-06-20,61-70,1,280,11/27/2020 02:15:01 PM
21-06-20,61-70,1,281,11/27/2020 02:15:01 PM
22-06-20,61-70,5,286,11/27/2020 02:15:01 PM
23-06-20,61-70,6,292,11/27/2020 02:15:01 PM
24-06-20,61-70,3,295,11/27/2020 02:15:01 PM
25-06-20,61-70,1,296,11/27/2020 02:15:01 PM
26-06-20,61-70,6,302,11/27/2020 02:15:01 PM
27-06-20,61-70,4,306,11/27/2020 02:15:01 PM
28-06-20,61-70,2,308,11/27/2020 02:15:01 PM
29-06-20,61-70,3,311,11/27/2020 02:15:01 PM
30-06-20,61-70,5,316,11/27/2020 02:15:01 PM
01-07-20,61-70,4,320,11/27/2020 02:15:01 PM
02-07-20,61-70,4,324,11/27/2020 02:15:01 PM
03-07-20,61-70,0,324,11/27/2020 02:15:01 PM
04-07-20,61-70,0,324,11/27/2020 02:15:01 PM
05-07-20,61-70,2,326,11/27/2020 02:15:01 PM
06-07-20,61-70,6,332,11/27/2020 02:15:01 PM
07-07-20,61-70,5,337,11/27/2020 02:15:01 PM
08-07-20,61-70,7,344,11/27/2020 02:15:01 PM
09-07-20,61-70,3,347,11/27/2020 02:15:01 PM
10-07-20,61-70,9,356,11/27/2020 02:15:01 PM
11-07-20,61-70,5,361,11/27/2020 02:15:01 PM
12-07-20,61-70,4,365,11/27/2020 02:15:01 PM
13-07-20,61-70,9,374,11/27/2020 02:15:01 PM
14-07-20,61-70,11,385,11/27/2020 02:15:01 PM
15-07-20,61-70,9,394,11/27/2020 02:15:01 PM
16-07-20,61-70,7,401,11/27/2020 02:15:01 PM
17-07-20,61-70,8,409,11/27/2020 02:15:01 PM
18-07-20,61-70,4,413,11/27/2020 02:15:01 PM
19-07-20,61-70,4,417,11/27/2020 02:15:01 PM
20-07-20,61-70,9,426,11/27/2020 02:15:01 PM
21-07-20,61-70,12,438,11/27/2020 02:15:01 PM
22-07-20,61-70,8,446,11/27/2020 02:15:01 PM
23-07-20,61-70,6,452,11/27/2020 02:15:01 PM
24-07-20,61-70,7,459,11/27/2020 02:15:01 PM
25-07-20,61-70,3,462,11/27/2020 02:15:01 PM
26-07-20,61-70,3,465,11/27/2020 02:15:01 PM
27-07-20,61-70,3,468,11/27/2020 02:15:01 PM
28-07-20,61-70,8,476,11/27/2020 02:15:01 PM
29-07-20,61-70,8,484,11/27/2020 02:15:01 PM
30-07-20,61-70,11,495,11/27/2020 02:15:01 PM
31-07-20,61-70,11,506,11/27/2020 02:15:01 PM
01-08-20,61-70,3,509,11/27/2020 02:15:01 PM
02-08-20,61-70,2,511,11/27/2020 02:15:01 PM
03-08-20,61-70,10,521,11/27/2020 02:15:01 PM
04-08-20,61-70,7,528,11/27/2020 02:15:01 PM
05-08-20,61-70,6,534,11/27/2020 02:15:01 PM
06-08-20,61-70,2,536,11/27/2020 02:15:01 PM
07-08-20,61-70,7,543,11/27/2020 02:15:01 PM
08-08-20,61-70,3,546,11/27/2020 02:15:01 PM
09-08-20,61-70,1,547,11/27/2020 02:15:01 PM
10-08-20,61-70,6,553,11/27/2020 02:15:01 PM
11-08-20,61-70,3,556,11/27/2020 02:15:01 PM
12-08-20,61-70,5,561,11/27/2020 02:15:01 PM
13-08-20,61-70,6,567,11/27/2020 02:15:01 PM
14-08-20,61-70,5,572,11/27/2020 02:15:01 PM
15-08-20,61-70,5,577,11/27/2020 02:15:01 PM
16-08-20,61-70,5,582,11/27/2020 02:15:01 PM
17-08-20,61-70,6,588,11/27/2020 02:15:01 PM
18-08-20,61-70,3,591,11/27/2020 02:15:01 PM
19-08-20,61-70,3,594,11/27/2020 02:15:01 PM
20-08-20,61-70,5,599,11/27/2020 02:15:01 PM
21-08-20,61-70,5,604,11/27/2020 02:15:01 PM
22-08-20,61-70,6,610,11/27/2020 02:15:01 PM
23-08-20,61-70,2,612,11/27/2020 02:15:01 PM
24-08-20,61-70,7,619,11/27/2020 02:15:01 PM
25-08-20,61-70,3,622,11/27/2020 02:15:01 PM
26-08-20,61-70,2,624,11/27/2020 02:15:01 PM
27-08-20,61-70,4,628,11/27/2020 02:15:01 PM
28-08-20,61-70,4,632,11/27/2020 02:15:01 PM
29-08-20,61-70,5,637,11/27/2020 02:15:01 PM
30-08-20,61-70,1,638,11/27/2020 02:15:01 PM
31-08-20,61-70,6,644,11/27/2020 02:15:01 PM
01-09-20,61-70,4,648,11/27/2020 02:15:01 PM
02-09-20,61-70,8,656,11/27/2020 02:15:01 PM
03-09-20,61-70,3,659,11/27/2020 02:15:01 PM
04-09-20,61-70,6,665,11/27/2020 02:15:01 PM
05-09-20,61-70,6,671,11/27/2020 02:15:01 PM
06-09-20,61-70,1,672,11/27/2020 02:15:01 PM
07-09-20,61-70,5,677,11/27/2020 02:15:01 PM
08-09-20,61-70,4,681,11/27/2020 02:15:01 PM
09-09-20,61-70,7,688,11/27/2020 02:15:01 PM
10-09-20,61-70,5,693,11/27/2020 02:15:01 PM
11-09-20,61-70,10,703,11/27/2020 02:15:01 PM
12-09-20,61-70,5,708,11/27/2020 02:15:01 PM
13-09-20,61-70,0,708,11/27/2020 02:15:01 PM
14-09-20,61-70,5,713,11/27/2020 02:15:01 PM
15-09-20,61-70,6,719,11/27/2020 02:15:01 PM
16-09-20,61-70,9,728,11/27/2020 02:15:01 PM
17-09-20,61-70,2,730,11/27/2020 02:15:01 PM
18-09-20,61-70,5,735,11/27/2020 02:15:01 PM
19-09-20,61-70,1,736,11/27/2020 02:15:01 PM
20-09-20,61-70,2,738,11/27/2020 02:15:01 PM
21-09-20,61-70,3,741,11/27/2020 02:15:01 PM
22-09-20,61-70,3,744,11/27/2020 02:15:01 PM
23-09-20,61-70,2,746,11/27/2020 02:15:01 PM
24-09-20,61-70,2,748,11/27/2020 02:15:01 PM
25-09-20,61-70,4,752,11/27/2020 02:15:01 PM
26-09-20,61-70,2,754,11/27/2020 02:15:01 PM
27-09-20,61-70,1,755,11/27/2020 02:15:01 PM
28-09-20,61-70,3,758,11/27/2020 02:15:01 PM
29-09-20,61-70,4,762,11/27/2020 02:15:01 PM
30-09-20,61-70,6,768,11/27/2020 02:15:01 PM
01-10-20,61-70,4,772,11/27/2020 02:15:01 PM
02-10-20,61-70,2,774,11/27/2020 02:15:01 PM
03-10-20,61-70,2,776,11/27/2020 02:15:01 PM
04-10-20,61-70,0,776,11/27/2020 02:15:01 PM
05-10-20,61-70,2,778,11/27/2020 02:15:01 PM
06-10-20,61-70,3,781,11/27/2020 02:15:01 PM
07-10-20,61-70,0,781,11/27/2020 02:15:01 PM
08-10-20,61-70,0,781,11/27/2020 02:15:01 PM
09-10-20,61-70,3,784,11/27/2020 02:15:01 PM
10-10-20,61-70,0,784,11/27/2020 02:15:01 PM
11-10-20,61-70,0,784,11/27/2020 02:15:01 PM
12-10-20,61-70,3,787,11/27/2020 02:15:01 PM
13-10-20,61-70,5,792,11/27/2020 02:15:01 PM
14-10-20,61-70,2,794,11/27/2020 02:15:01 PM
15-10-20,61-70,2,796,11/27/2020 02:15:01 PM
16-10-20,61-70,4,800,11/27/2020 02:15:01 PM
17-10-20,61-70,1,801,11/27/2020 02:15:01 PM
18-10-20,61-70,0,801,11/27/2020 02:15:01 PM
19-10-20,61-70,4,805,11/27/2020 02:15:01 PM
20-10-20,61-70,3,808,11/27/2020 02:15:01 PM
21-10-20,61-70,0,808,11/27/2020 02:15:01 PM
22-10-20,61-70,2,810,11/27/2020 02:15:01 PM
23-10-20,61-70,4,814,11/27/2020 02:15:01 PM
24-10-20,61-70,0,814,11/27/2020 02:15:01 PM
25-10-20,61-70,2,816,11/27/2020 02:15:01 PM
26-10-20,61-70,2,818,11/27/2020 02:15:01 PM
27-10-20,61-70,7,825,11/27/2020 02:15:01 PM
28-10-20,61-70,3,828,11/27/2020 02:15:01 PM
29-10-20,61-70,4,832,11/27/2020 02:15:01 PM
30-10-20,61-70,3,835,11/27/2020 02:15:01 PM
31-10-20,61-70,2,837,11/27/2020 02:15:01 PM
01-11-20,61-70,1,838,11/27/2020 02:15:01 PM
02-11-20,61-70,4,842,11/27/2020 02:15:01 PM
03-11-20,61-70,1,843,11/27/2020 02:15:01 PM
04-11-20,61-70,10,853,11/27/2020 02:15:01 PM
05-11-20,61-70,8,861,11/27/2020 02:15:01 PM
06-11-20,61-70,4,865,11/27/2020 02:15:01 PM
07-11-20,61-70,3,868,11/27/2020 02:15:01 PM
08-11-20,61-70,2,870,11/27/2020 02:15:01 PM
09-11-20,61-70,9,879,11/27/2020 02:15:01 PM
10-11-20,61-70,6,885,11/27/2020 02:15:01 PM
11-11-20,61-70,3,888,11/27/2020 02:15:01 PM
12-11-20,61-70,11,899,11/27/2020 02:15:01 PM
13-11-20,61-70,5,904,11/27/2020 02:15:01 PM
14-11-20,61-70,1,905,11/27/2020 02:15:01 PM
15-11-20,61-70,6,911,11/27/2020 02:15:01 PM
16-11-20,61-70,11,922,11/27/2020 02:15:01 PM
17-11-20,61-70,6,928,11/27/2020 02:15:01 PM
18-11-20,61-70,13,941,11/27/2020 02:15:01 PM
19-11-20,61-70,8,949,11/27/2020 02:15:01 PM
20-11-20,61-70,9,958,11/27/2020 02:15:01 PM
21-11-20,61-70,7,965,11/27/2020 02:15:01 PM
22-11-20,61-70,5,970,11/27/2020 02:15:01 PM
23-11-20,61-70,10,980,11/27/2020 02:15:01 PM
24-11-20,61-70,6,986,11/27/2020 02:15:01 PM
25-11-20,61-70,4,990,11/27/2020 02:15:01 PM
26-11-20,61-70,0,990,11/27/2020 02:15:01 PM
